Identificacao_do_veiculo,Codigo_evento,Data_de_Inicio_do_protesto,Cidade,Local,Base_social,Base_social_2,Alvo_protesto,Ocupação/Atividade,Objetivo_1,Objetivo_2,Ambito_do_Protesto,Capilaridade,Unidade_Capilaridade,N_Part,Data_termino_do_protesto,Org,Org_2,Org_3,Tipo_Protesto,Confronto_entre_manifestantes,Depredacao,Presenca_policia,Repressao_policial,Detidos,Feridos,Mortos
20110621FSPC04_1,20110621OCUP01,2011-06-21,São Paulo,Sao_Paulo,Trabalhadores,,Gov. Municipal,Administração Pública,Reajuste_salarial,melhores_condicoes_de_trabalho,Municipal,1,Capitais,99,,Sindicato dos Servidores Municipais de São Paulo,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20110622FSPC01_1,20110621OCUP01,2011-06-21,São Paulo,Sao_Paulo,Trabalhadores,,Gov. Municipal,Administração Pública,Reajuste_salarial,melhores_condicoes_de_trabalho,Municipal,1,Capitais,1100,2011-06-22,Sindicato dos Servidores Municipais de São Paulo,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20110624FSPA07_1,20110623IDEN01,2011-06-23,São Paulo,Centro,Religiosos,,Judiciário,,19_ Marcha para Jesus,Contra o STF que reconheceu união estável e liberou manifestacao pela descrimanilizacao das drogas,Local,1,Capitais,3000000,2011-06-23,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20110627FSPC04_1,20110626IDEN01,2011-06-26,São Paulo,Av_Paulista,LGBT,,Outros Grupos da Sociedade,,15_Parada_do_Orgulho_LGBT,Amai_vos_uns_aos_outros_basta_de_homofobia”,Local,1,Capitais,4000000,2011-06-26,"Associação da Parada do Orgulho LGBT_x000D_
Associação da Parada do Orgulho LGBT _x000D_
_x000D_
Associação da Parada do Orgulho LGBT _x000D_
_x000D_
Associação da Parada do Orgulho LGBT",,,Passeata/Marcha/Ato,NM,NM,Sim,NM,NM,NM,NM
20110703FSPA13_1,20110702NMEN01,2011-07-02,São Paulo,Av_Paulista,Não Mencionada,,Outros Grupos da Sociedade,,Pela_descriminalizacao_maconha,,Local,1,Capitais,2500,2011-07-02,Marcha da Maconha,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20110710FSPA14_1,20110709IDEN01,2011-07-09,São Paulo,Shopping_Iguatemi,Estudante,,Gov. Municipal,,contra_reajuste_salario_do_prefeito_secretarios,,Local,1,Bairros,30,2011-07-09,Convocado pela Internet,,,Passeata/Marcha/Ato,NM,NM,Sim,NM,NM,NM,NM
20110717FSPA13_1,20110716TERR01,2011-07-16,São Paulo,Mooca,Moradores,,Gov. Municipal,,contra_venda_de_area_verde,,Local,1,Bairros,80,2011-07-16,Associação de Moradores,,,Intervenção Artistíca/Simbólica,NM,NM,NM,NM,NM,NM,NM
20110730FSPB05_1,20110729OCUP01,2011-07-29,Manaus,Motohonda,Trabalhadores,,Patronato,Indústria,Reajuste_salarial,,Local,1,Capitais,99,,Sindicato dos Metalúrgicos de Manaus,,,Greve de Empresa,NM,NM,NM,NM,NM,NM,NM
20110731FSPA11_1,20110730IDEN01,2011-07-30,São Paulo,MASP,Religiosos,,Outros Grupos da Sociedade,,contra_descriminalizacao_da_maconha,,Local,1,Capitais,800,2011-07-30,Instituto Xamânico Céu Nossa Senhora da Conceição,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20110810FSPC03_1,20110810OCUP01,2011-08-10,Lorena,USP,Trabalhadores,,Reitoria/Direção de Escola,Educação,por_condicoes_trabalhistas_iguais_aos_demais_servidores_da_universidade,,Local,1,Cidades,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20110812FSPC03_1,20110811IDEN01,2011-08-11,São Paulo,Av_Paulista,Estudante,,Gov. Federal,,contra_politica _de _juros_BC,investimento_na_educacao,Local,1,Capitais,1000,2011-08-11,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20110812FSPC03_2,20110811OCUP01,2011-08-11,São Paulo,Av_Estado,Trabalhadores,,Gov. Municipal,Autônomo/Conta Própria,contra_fechamento_da_feira_da_madrugada,,Local,1,Cidades,400,2011-08-11,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20110816FSPC03_1,20110815OCUP01,2011-08-15,São Paulo,Centro_de_Convivência_Mauá,Trabalhadores,,Gov. Municipal,Autônomo/Conta Própria,contra_fechamento_da_feira_da_madrugada,,Local,1,Cidades,60,2011-08-15,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20110823FSPA09_1,20110822TERR01,2011-08-22,Iaras,Fazenda_Santo_Henrique,Sem Terra,,Outros Grupos da Sociedade,,jornada_nacional_de_luta_pela_reforma_agraria,,Nacional,17,Ocupações,400,,Movimento dos Trabalhadores Rurais Sem Terra,,,Ocupação de Terra,NM,NM,NM,NM,NM,NM,NM
20110824FSPA10_1,20110822TERR01,2011-08-22,AL,ELETROBRAS,Sem Terra,,Outros Grupos da Sociedade,,jornada_nacional_de_luta_pela_reforma_agraria,,Nacional,17,Ocupações,400,,Via Campesina,Movimento dos Trabalhadores Rurais Sem Terra,,Ocupação de Órgão Público,NM,NM,NM,NM,NM,NM,NM
20110824FSPA10_1,20110822TERR01,2011-08-22,AL,INCRA,Sem Terra,,Outros Grupos da Sociedade,,jornada_nacional_de_luta_pela_reforma_agraria,,Nacional,17,Ocupações,400,,Via Campesina,Movimento dos Trabalhadores Rurais Sem Terra,,Ocupação de Órgão Público,NM,NM,NM,NM,NM,NM,NM
20110824FSPA10_1,20110822TERR01,2011-08-22,AL,Secretaria_Estadual_Agicultura_e _Desenvolvimento_Agrario,Sem Terra,,Outros Grupos da Sociedade,,jornada_nacional_de_luta_pela_reforma_agraria,,Nacional,17,Ocupações,400,,Via Campesina,Movimento dos Trabalhadores Rurais Sem Terra,,Ocupação de Órgão Público,NM,NM,NM,NM,NM,NM,NM
20110824FSPA10_1,20110822TERR01,2011-08-22,BRASÍLIA,Ministério_da_Fazenda,Sem Terra,,Outros Grupos da Sociedade,,jornada_nacional_de_luta_pela_reforma_agraria,,Nacional,17,Ocupações,400,,Via Campesina,Movimento dos Trabalhadores Rurais Sem Terra,,Ocupação de Órgão Público,NM,NM,NM,NM,NM,NM,NM
20110824FSPA10_1,20110822TERR01,2011-08-22,Londrina,Agências_Banco_do_Brasil,Sem Terra,,Outros Grupos da Sociedade,,jornada_nacional_de_luta_pela_reforma_agraria,,Nacional,17,Ocupações,400,,Via Campesina,Movimento dos Trabalhadores Rurais Sem Terra,,Ocupação de Órgão Público,NM,NM,NM,NM,NM,NM,NM
20110824FSPA10_1,20110822TERR01,2011-08-22,MG,INCRA,Sem Terra,,Outros Grupos da Sociedade,,jornada_nacional_de_luta_pela_reforma_agraria,,Nacional,17,Ocupações,400,,Via Campesina,Movimento dos Trabalhadores Rurais Sem Terra,,Ocupação de Órgão Público,NM,NM,NM,NM,NM,NM,NM
20110824FSPA10_1,20110822TERR01,2011-08-22,PA,Fazendas,Sem Terra,,Outros Grupos da Sociedade,,jornada_nacional_de_luta_pela_reforma_agraria,,Nacional,17,Ocupações,400,,Via Campesina,Movimento dos Trabalhadores Rurais Sem Terra,,Ocupação de Terra,NM,NM,NM,NM,NM,NM,NM
20110824FSPA10_1,20110822TERR01,2011-08-22,PE,INCRA,Sem Terra,,Outros Grupos da Sociedade,,jornada_nacional_de_luta_pela_reforma_agraria,,Nacional,17,Ocupações,400,,Via Campesina,Movimento dos Trabalhadores Rurais Sem Terra,,Ocupação de Órgão Público,NM,NM,NM,NM,NM,NM,NM
20110824FSPA10_1,20110822TERR01,2011-08-22,RO,Estradas,Sem Terra,,Outros Grupos da Sociedade,,jornada_nacional_de_luta_pela_reforma_agraria,,Nacional,17,Ocupações,400,,Via Campesina,Movimento dos Trabalhadores Rurais Sem Terra,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20110824FSPA10_1,20110822TERR01,2011-08-22,RS,Agências_Banco_do_Brasil,Sem Terra,,Outros Grupos da Sociedade,,jornada_nacional_de_luta_pela_reforma_agraria,,Nacional,17,Ocupações,400,,Via Campesina,Movimento dos Trabalhadores Rurais Sem Terra,,Ocupação de Órgão Público,NM,NM,NM,NM,NM,NM,NM
20110824FSPA10_1,20110822TERR01,2011-08-22,RS,Estradas,Sem Terra,,Outros Grupos da Sociedade,,jornada_nacional_de_luta_pela_reforma_agraria,,Nacional,17,Ocupações,400,,Via Campesina,Movimento dos Trabalhadores Rurais Sem Terra,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20110824FSPA10_1,20110822TERR01,2011-08-22,SE,Estradas,Sem Terra,,Outros Grupos da Sociedade,,jornada_nacional_de_luta_pela_reforma_agraria,,Nacional,17,Ocupações,400,,Via Campesina,Movimento dos Trabalhadores Rurais Sem Terra,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20110829FSPC04_1,20110828TERR01,2011-08-28,São Paulo,Praca_Vinicius_de_Moraes,Moradores,,Gov. Municipal,,contra_altos_indices_de_violencia_na_regiao,,Local,1,Bairros,2000,2011-08-28,,,,Intervenção Artistíca/Simbólica,NM,NM,Sim,NM,NM,NM,NM
20110831FSPC06_1,20110830OCUP01,2011-08-30,São Paulo,Servico_Funerario_de_Sao_Paulo,Trabalhadores,,Gov. Municipal,Comércio e Serviço,reajuste_salarial,,Municipal,1,Capitais,1366,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20110901FSPC06_1,20110830OCUP01,2011-08-30,São Paulo,Servico_Funerario_de_Sao_Paulo,Trabalhadores,,Gov. Municipal,Comércio e Serviço,reajuste_salarial,,Municipal,1,Capitais,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20110902FSPC03_1,20110830OCUP01,2011-08-30,São Paulo,Servico_Funerario_de_Sao_Paulo,Trabalhadores,,Gov. Municipal,Comércio e Serviço,reajuste_salarial,,Municipal,1,Capitais,99,,Sindicato dos Servidores Municipais de São Paulo,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20110902FSPC08_1,20110901NMEN01,2011-09-01,Rio de Janeiro,Rio_de_Janeiro,Não Mencionada,,Gov. Estadual,,Contra_mas_condicoes_do_bondinho,,Local,1,Cidades,300,2011-09-01,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20110903FSPA10_1,20110902OCUP01,2011-09-02,Esteio,Feira_Agropecuaria,Trabalhadores,,Gov. Federal,Rural,Contra_presidente_Dilma,mais_verba_para_educacao_contra_aumento_funcoes_do_correio_pela_aprovacao_piso_salarial_policiais,Local,1,Cidades,99,2011-09-01,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20110903FSPC08_1,20110829NMEN01,2011-08-29,Teresina,Teresina,Não Mencionada,,Gov. Municipal,,reducao_tarifa_de_onibus,,Local,1,Capitais,99,2011-09-02,,,,Passeata/Marcha/Ato,NM,NM,Sim,Sim,NM,NM,NM
20110908FSPA06_1,20110907NMEN01,2011-09-07,Brasília,Esplanada_dos_Ministérios,Não Mencionada,,Sociedade,,Contra_corrupcao,,Nacional,99,Cidades,99,2011-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20110908FSPA06_1,20110907NMEN01,2011-09-07,Rio de Janeiro,Cinelandia,Não Mencionada,,Sociedade,,Contra_corrupcao,,Nacional,99,Cidades,99,2011-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20110908FSPA06_1,20110907NMEN01,2011-09-07,São Paulo,Av_Paulista,Não Mencionada,,Sociedade,,Contra_corrupcao,,Nacional,99,Cidades,99,2011-09-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20110915FSPB03_1,20110914OCUP01,2011-09-14,BR,Brasil,Trabalhadores,,Gov. Federal,Comércio e Serviço,Reajuste_salarial,sobrecarga_trabalho,Nacional,99,Estados,99,,Federação Nacional dos Trabalhadores em Empresas de Correios e Telégrafos e Similares,,,Greve de Empresa,NM,NM,NM,NM,NM,NM,NM
20110916FSPB03_1,20110914OCUP01,2011-09-14,BR,Brasil,Trabalhadores,,Gov. Federal,Comércio e Serviço,Reajuste_salarial,sobrecarga_trabalho,Nacional,99,Estados,99,,Federação Nacional dos Trabalhadores em Empresas de Correios e Telégrafos e Similares,,,Greve de Empresa,NM,NM,NM,NM,NM,NM,NM
20110917FSPB10_1,20110914OCUP01,2011-09-14,BR,Brasil,Trabalhadores,,Gov. Federal,Comércio e Serviço,Reajuste_salarial,sobrecarga_trabalho,Nacional,99,Estados,99,,Federação Nacional dos Trabalhadores em Empresas de Correios e Telégrafos e Similares,,,Greve de Empresa,NM,NM,NM,NM,NM,NM,NM
20110917FSPC05_1,20110916IDEN01,2011-09-16,São Paulo,PUCSP,Estudante,,Reitoria/Direção de Escola,,contra_proibicao_da_festa_canabica_na_pucsp,,Local,1,Capitais,50,2011-09-16,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20110920FSPB03_1,20110914OCUP01,2011-09-14,BR,Brasil,Trabalhadores,,Gov. Federal,Comércio e Serviço,Reajuste_salarial,sobrecarga_trabalho,Nacional,99,Estados,99,,Federação Nacional dos Trabalhadores em Empresas de Correios e Telégrafos e Similares,,,Greve de Empresa,NM,NM,NM,NM,NM,NM,NM
20110920FSPB03_2,20110919OCUP01,2011-09-19,Campinas,Mercedes,Trabalhadores,,Patronato,Indústria,Reajuste_salarial,melhores_condicoes_de_trabalho,Estadual,99,Cidades,99,,Sindicato dos Metalúrgicos de Campinas e Região,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20110920FSPB03_2,20110919OCUP01,2011-09-19,Hortolândia,CAF,Trabalhadores,,Patronato,Indústria,Reajuste_salarial,melhores_condicoes_de_trabalho,Estadual,99,Cidades,99,,Sindicato dos Metalúrgicos de Campinas e Região,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20110920FSPB03_2,20110919OCUP01,2011-09-19,São José dos Campos,Região,Trabalhadores,,Patronato,Indústria,Reajuste_salarial,melhores_condicoes_de_trabalho,Estadual,99,Cidades,99,,Sindicato dos Metalúrgicos de São José dos Campos,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20110920FSPC11_1,20110608OCUP01,2011-06-08,MG,Escolas_Estaduais,Trabalhadores,,Gov. Estadual,Educação,pelo_pagamento_do_piso_salarial_nacional,,Estadual,99,Cidades,99,,Sindicato Único dos Trabalhadores em Educação de Minas Gerais,,,Greve de Categoria,NM,NM,NM,NM,NM,nm,NM
20110921FSPA08_1,20110920BSHT01,2011-09-20,Rio de Janeiro,Cinelândia,Aposentados,Trabalhadores,Gov. Estadual,Forças de segurança e familiares,Contra_corrupcao,,Local,1,Bairros,2500,2011-09-20,Grupo Contra Corrupção,,,Passeata/Marcha/Ato,NM,NM,Sim,NM,NM,NM,NM
20110923FSPB04_1,20110914OCUP01,2011-09-14,BR,Brasil,Trabalhadores,,Gov. Federal,Comércio e Serviço,Reajuste_salarial,sobrecarga_trabalho,Nacional,99,Estados,99,,Federação Nacional dos Trabalhadores em Empresas de Correios e Telégrafos e Similares,,,Greve de Empresa,NM,NM,NM,NM,NM,NM,NM
20110924FSPB06_1,20110914OCUP01,2011-09-14,BR,Brasil,Trabalhadores,,Gov. Federal,Comércio e Serviço,Reajuste_salarial,sobrecarga_trabalho,Nacional,99,Estados,99,,Federação Nacional dos Trabalhadores em Empresas de Correios e Telégrafos e Similares,,,Greve de Empresa,NM,NM,NM,NM,NM,NM,NM
20110927FSPB03_1,20110927OCUP01,2011-09-27,BR,BR,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,maior_participacao_nos_lucros,Nacional,25,Estados,99,,Sindicato dos Bancários de São Paulo,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20110928FSPB03_1,20110927OCUP01,2011-09-27,BR,BR,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,maior_participacao_nos_lucros,Nacional,25,Estados,99,,Sindicato dos Bancários de São Paulo,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20110929FSPB03_1,20110927OCUP01,2011-09-27,BR,BR,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,maior_participacao_nos_lucros,Nacional,25,Estados,99,,Sindicato dos Bancários de São Paulo,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20110929FSPC03_1,20110608OCUP01,2011-06-08,MG,Escolas_Estaduais,Trabalhadores,,Gov. Estadual,Educação,pelo_pagamento_do_piso_salarial_nacional,,Estadual,99,Cidades,99,2011-09-28,Sindicato Único dos Trabalhadores em Educação de Minas Gerais,,,Greve de Categoria,NM,NM,NM,NM,NM,nm,NM
20110929FSPC09_1,20110928TERR01,2011-09-28,Osasco,Jardim_Elvira,Moradores,,Polícia/Guarda,,morte_de_morador_por_policial,,Local,1,Comunidades,300,2011-09-28,,,,Passeata/Marcha/Ato,NM,Sim,Sim,Sim,NM,NM,NM
20110930FSPB05_1,20110927OCUP01,2011-09-27,BR,BR,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,maior_participacao_nos_lucros,Nacional,25,Estados,99,,Sindicato dos Bancários de São Paulo,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20110930FSPC07_1,20110805OCUP01,2011-08-05,Fortaleza,Assembleia_Legislativa,Trabalhadores,,Gov. Estadual,Educação,aumento_do_piso_salarial,,Estadual,99,Cidades,99,,Sindicato dos Professores de Fortaleza,,,Greve de Categoria,NM,Sim,Sim,Sim,Sim,Sim,não
20111001FSPB17_1,20110930OCUP01,2011-09-30,São Paulo,Praca_da_Se,Trabalhadores,,Gov. Federal,Comércio e Serviço,Reajuste_salarial,sobrecarga_trabalho_participacao_lucros,Nacional,99,Estados,99,2011-09-30,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20111001FSPC06_2,20110805OCUP01,2011-08-05,Fortaleza,Assembleia_Legislativa,Trabalhadores,,Gov. Estadual,Educação,aumento_do_piso_salarial,,Estadual,99,Cidades,99,,Sindicato dos Professores de Fortaleza,,,Greve de Categoria,NM,Sim,Sim,Sim,Sim,Sim,não
20111004FSPB04_1,20110927OCUP01,2011-09-27,BR,BR,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,maior_participacao_nos_lucros,Nacional,25,Estados,99,,Sindicato dos Bancários de São Paulo,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20111005FSPA08_1,20110805OCUP02,2011-08-05,Brasília,Palacio_do_Planalto,Trabalhadores,,Gov. Federal,Educação,reajuste_salarial,dez_porcento_do_pib_ para_educacao,Nacional,99,Estados,99,,"Sindicato Nacional dos Servidores Federais da Educação Básica, Profissional e Tecnológica",,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20111005FSPB01_1,20110914OCUP01,2011-09-14,BR,Brasil,Trabalhadores,,Gov. Federal,Comércio e Serviço,Reajuste_salarial,sobrecarga_trabalho,Nacional,99,Estados,99,,Federação Nacional dos Trabalhadores em Empresas de Correios e Telégrafos e Similares,,,Greve de Empresa,NM,NM,NM,NM,NM,NM,NM
20111005FSPB01_2,20110927OCUP01,2011-09-27,BR,BR,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,maior_participacao_nos_lucros,Nacional,25,Estados,99,,Sindicato dos Bancários de São Paulo,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20111006FSPB04_1,20110914OCUP01,2011-09-14,BR,Brasil,Trabalhadores,,Gov. Federal,Comércio e Serviço,Reajuste_salarial,sobrecarga_trabalho,Nacional,99,Estados,99,,Federação Nacional dos Trabalhadores em Empresas de Correios e Telégrafos e Similares,,,Greve de Empresa,NM,NM,NM,NM,NM,NM,NM
20111008FSPB06_1,20110914OCUP01,2011-09-14,BR,Brasil,Trabalhadores,,Gov. Federal,Comércio e Serviço,Reajuste_salarial,sobrecarga_trabalho,Nacional,99,Estados,99,,Federação Nacional dos Trabalhadores em Empresas de Correios e Telégrafos e Similares,,,Greve de Empresa,NM,NM,NM,NM,NM,NM,NM
20111010FSPC10_1,20111009IDEN01,2011-10-09,Rio de Janeiro,Copacabana,LGBT,,Outros Grupos da Sociedade,,16_Parada_Orgulho_LGBT_Rio,criminalizaçao da homofobia,Estadual,1,Bairros,300000,2011-10-09,Grupo Arco Íris,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20111011FSPA10_1,20110914OCUP01,2011-09-14,BR,Brasil,Trabalhadores,,Gov. Federal,Comércio e Serviço,Reajuste_salarial,sobrecarga_trabalho,Nacional,99,Estados,99,,Federação Nacional dos Trabalhadores em Empresas de Correios e Telégrafos e Similares,,,Greve de Empresa,NM,NM,NM,NM,NM,NM,NM
20111011FSPB03_1,20110927OCUP01,2011-09-27,BR,BR,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,maior_participacao_nos_lucros,Nacional,25,Estados,99,,Sindicato dos Bancários de São Paulo,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20111011FSPC03_1,20111010TERR01,2011-10-10,São Paulo,Cingapura,Moradores,,Gov. Municipal,,contra_interdicao_de_area_residencial,,Local,1,Bairros,30,2011-10-10,,,,Bloqueio de Estradas/Piquete,NM,NM,Sim,Não,NM,NM,NM
20111012FSPB02_1,20110927OCUP01,2011-09-27,BR,BR,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,maior_participacao_nos_lucros,Nacional,25,Estados,99,,Sindicato dos Bancários de São Paulo,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20111013FSPA06_1,20111012NMEN01,2011-10-12,Belo Horizonte,Belo_Horizonte,Não Mencionada,,Sociedade,,contra_ corrupcao,plicacao_da_Lei_da_Ficha_Limpa; fim do voto secreto no CN,Nacional,99,Capitais,99,2011-10-12,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20111013FSPA06_1,20111012NMEN01,2011-10-12,Brasília,Brasília,Não Mencionada,,Sociedade,,contra_ corrupcao,plicacao_da_Lei_da_Ficha_Limpa; fim do voto secreto no CN,Nacional,99,Capitais,99,2011-10-12,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20111013FSPA06_1,20111012NMEN01,2011-10-12,Florianópolis,Florianópolis,Não Mencionada,,Sociedade,,contra_ corrupcao,plicacao_da_Lei_da_Ficha_Limpa; fim do voto secreto no CN,Nacional,99,Capitais,99,2011-10-12,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20111013FSPA06_1,20111012NMEN01,2011-10-12,Fortaleza,Fortaleza,Não Mencionada,,Sociedade,,contra_ corrupcao,plicacao_da_Lei_da_Ficha_Limpa; fim do voto secreto no CN,Nacional,99,Capitais,99,2011-10-12,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20111013FSPA06_1,20111012NMEN01,2011-10-12,Goiânia,Goiânia,Não Mencionada,,Sociedade,,contra_ corrupcao,plicacao_da_Lei_da_Ficha_Limpa; fim do voto secreto no CN,Nacional,99,Capitais,99,2011-10-12,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20111013FSPA06_1,20111012NMEN01,2011-10-12,Manaus,Manaus,Não Mencionada,,Sociedade,,contra_ corrupcao,plicacao_da_Lei_da_Ficha_Limpa; fim do voto secreto no CN,Nacional,99,Capitais,99,2011-10-12,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20111013FSPA06_1,20111012NMEN01,2011-10-12,Recife,Recife,Não Mencionada,,Sociedade,,contra_ corrupcao,plicacao_da_Lei_da_Ficha_Limpa; fim do voto secreto no CN,Nacional,99,Capitais,99,2011-10-12,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20111013FSPA06_1,20111012NMEN01,2011-10-12,Rio de Janeiro,Copacabana,Não Mencionada,,Sociedade,,contra_ corrupcao,plicacao_da_Lei_da_Ficha_Limpa; fim do voto secreto no CN,Nacional,99,Capitais,99,2011-10-12,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20111013FSPA06_1,20111012NMEN01,2011-10-12,São Paulo,Av_Paulista,Não Mencionada,,Sociedade,,contra_ corrupcao,plicacao_da_Lei_da_Ficha_Limpa; fim do voto secreto no CN,Nacional,99,Capitais,99,2011-10-12,,,,Passeata/Marcha/Ato,NM,Sim,NM,NM,Sim,NM,NM
20111018FSPB01_1,20110927OCUP01,2011-09-27,BR,BR,Trabalhadores,,Patronato,Comércio e Serviço,reajuste_salarial,maior_participacao_nos_lucros,Nacional,25,Estados,99,2011-10-17,Sindicato dos Bancários de São Paulo,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20111019FSPA10_1,20111018BSHT01,2011-10-18,São Paulo,Av_Paulista,Empregadores,Trabalhadores,Gov. Federal,Indústria,pela_reducao_da_taxa_basica_juros,,Nacional,1,Capitais,1000,2011-10-18,Central Única dos Trabalhadores,Federação das Indústrias do Estado de São Paulo,Força Sindical,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20111021FSPC05_1,20111020OCUP01,2011-10-20,Brasília,Aeroporto,Trabalhadores,,Gov. Federal,Transporte,contra_concessao_de_aeroportos_a_iniciativa_privada,,Nacional,3,Cidades,99,,Sindicato Nacional dos Aeroportuários,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20111021FSPC05_1,20111020OCUP01,2011-10-20,Campinas,Aeroporto,Trabalhadores,,Gov. Federal,Transporte,contra_concessao_de_aeroportos_a_iniciativa_privada,,Nacional,3,Cidades,99,,Sindicato Nacional dos Aeroportuários,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20111021FSPC05_1,20111020OCUP01,2011-10-20,Guarulhos,Aeroporto,Trabalhadores,,Gov. Federal,Transporte,contra_concessao_de_aeroportos_a_iniciativa_privada,,Nacional,3,Cidades,99,,Sindicato Nacional dos Aeroportuários,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20111022FSPB09_1,20111020OCUP01,2011-10-20,Campinas,Aeroporto,Trabalhadores,,Gov. Federal,Transporte,contra_concessao_de_aeroportos_a_iniciativa_privada,,Nacional,3,Cidades,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
